city,pct,numteams,champ,tooltip,ff,year
San Antonio,0.451,1,0,['San Antonio Spurs 0.451'],0,1984
Kansas City,0.519,3,0,"['Kansas City Kings 0.463', 'Kansas City Chiefs 0.5', 'Kansas City Royals 0.519 Conf./League Finalist']",0,1984
Detroit,0.431,4,1,"['Detroit Pistons 0.598', 'Detroit Lions 0.375', 'Detroit Tigers 0.642 Champions', 'Detroit Red Wings 0.431']",1,1984
Houston,0.494,3,0,"['Houston Rockets 0.354', 'Houston Oilers 0.25', 'Houston Astros 0.494']",0,1984
New Jersey,0.256,2,0,"['New Jersey Nets 0.549', 'New Jersey Devils 0.256']",0,1984
Boston,0.65,4,1,"['Boston Celtics 0.756 Champions', 'New England Patriots 0.75', 'Boston Red Sox 0.531', 'Boston Bruins 0.65']",1,1984
Washington DC,0.631,3,0,"['Washington Bullets 0.427', 'Washington Redskins 0.667', 'Washington Capitals 0.631']",0,1984
New York 1,0.581,4,0,"['New York Knicks 0.573', 'New York Giants 0.5', 'New York Yankees 0.537', 'New York Rangers 0.581']",0,1984
Cleveland,0.463,3,0,"['Cleveland Cavaliers 0.341', 'Cleveland Browns 0.333', 'Cleveland Indians 0.463']",0,1984
Wisconsin,0.414,3,0,"['Milwaukee Bucks 0.61 Conf./League Finalist', 'Green Bay Packers 0.667', 'Milwaukee Brewers 0.414']",0,1984
Seattle,0.457,3,0,"['Seattle SuperSonics 0.512', 'Seattle Seahawks 0.667', 'Seattle Mariners 0.457']",0,1984
San Francisco,0.407,2,1,"['San Francisco 49ers 1.0 Champions', 'San Francisco Giants 0.407']",1,1984
Tampa Bay,0.357,1,0,['Tampa Bay Buccaneers 0.357'],0,1984
Pittsburgh,0.238,3,0,"['Pittsburgh Steelers 0.5 Conf./League Finalist', 'Pittsburgh Pirates 0.463', 'Pittsburgh Penguins 0.238']",0,1984
New York 2,0.65,3,0,"['New York Jets 0.5', 'New York Mets 0.537', 'New York Islanders 0.65 Conf./League Finalist']",0,1984
Los Angeles 2,0.5,2,0,"['Los Angeles Raiders 0.667', 'Los Angeles Angels of Anaheim 0.5']",0,1984
Miami,0.833,1,0,['Miami Dolphins 0.833 Conf./League Finalist'],0,1984
Minneapolis,0.55,3,0,"['Minnesota Vikings 0.25', 'Minnesota Twins 0.5', 'Minnesota North Stars 0.55 Conf./League Finalist']",0,1984
Buffalo,0.644,2,0,"['Buffalo Bills 0.083', 'Buffalo Sabres 0.644']",0,1984
St Louis,0.444,3,0,"['St. Louis Cardinals 0.5', 'St. Louis Cardinals 0.519', 'St. Louis Blues 0.444']",0,1984
Cincinnati,0.432,2,0,"['Cincinnati Bengals 0.5', 'Cincinnati Reds 0.432']",0,1984
New Orleans,0.333,1,0,['New Orleans Saints 0.333'],0,1984
Toronto,0.381,2,0,"['Toronto Blue Jays 0.549', 'Toronto Maple Leafs 0.381']",0,1984
Baltimore,0.525,1,0,['Baltimore Orioles 0.525'],0,1984
Montreal,0.469,2,0,"['Montreal Expos 0.481', 'Montreal Canadiens 0.469 Conf./League Finalist']",0,1984
Edmonton,0.744,1,1,['Edmonton Oilers 0.744 Champions'],1,1984
Winnipeg,0.456,1,0,['Winnipeg Jets 0.456'],0,1984
Vancouver,0.456,1,0,['Vancouver Canucks 0.456'],0,1984
Quebec,0.588,1,0,['Quebec Nordiques 0.588'],0,1984
Calgary,0.513,1,0,['Calgary Flames 0.513'],0,1984
Hartford,0.413,1,0,['Hartford Whalers 0.413'],0,1984
Chicago,0.519,5,1,"['Chicago Bulls 0.463', 'Chicago Bears 1.0 Champions', 'Chicago White Sox 0.525', 'Chicago Cubs 0.525', 'Chicago Black Hawks 0.519 Conf./League Finalist']",1,1985
Utah,0.5,1,0,['Utah Jazz 0.5'],0,1985
Philadelphia,0.706,4,0,"['Philadelphia 76ers 0.707 Conf./League Finalist', 'Philadelphia Eagles 0.429', 'Philadelphia Phillies 0.463', 'Philadelphia Flyers 0.706 Conf./League Finalist']",0,1985
Denver,0.667,2,0,"['Denver Nuggets 0.634 Conf./League Finalist', 'Denver Broncos 0.667']",0,1985
Indianapolis,0.167,2,0,"['Indiana Pacers 0.268', 'Indianapolis Colts 0.167']",0,1985
Oakland,0.475,2,0,"['Golden State Warriors 0.268', 'Oakland Athletics 0.475']",0,1985
Phoenix,0.439,1,0,['Phoenix Suns 0.439'],0,1985
Dallas,0.383,3,0,"['Dallas Mavericks 0.537', 'Dallas Cowboys 0.583', 'Texas Rangers 0.383']",0,1985
Portland,0.512,1,0,['Portland Trail Blazers 0.512'],0,1985
Los Angeles 1,0.513,4,1,"['Los Angeles Lakers 0.756 Champions', 'Los Angeles Rams 0.667 Conf./League Finalist', 'Los Angeles Dodgers 0.556 Conf./League Finalist', 'Los Angeles Kings 0.513']",1,1985
Los Angeles 2,0.556,3,0,"['Los Angeles Clippers 0.378', 'Los Angeles Raiders 0.75', 'Los Angeles Angels of Anaheim 0.556']",0,1985
Atlanta,0.407,3,0,"['Atlanta Hawks 0.415', 'Atlanta Falcons 0.333', 'Atlanta Braves 0.407']",0,1985
San Antonio,0.5,1,0,['San Antonio Spurs 0.5'],0,1985
Kansas City,0.562,3,1,"['Kansas City Kings 0.378', 'Kansas City Chiefs 0.333', 'Kansas City Royals 0.562 Champions']",1,1985
Detroit,0.413,4,0,"['Detroit Pistons 0.561', 'Detroit Lions 0.417', 'Detroit Tigers 0.519', 'Detroit Red Wings 0.413']",0,1985
Houston,0.512,3,0,"['Houston Rockets 0.585', 'Houston Oilers 0.333', 'Houston Astros 0.512']",0,1985
New Jersey,0.338,2,0,"['New Jersey Nets 0.512', 'New Jersey Devils 0.338']",0,1985
Boston,0.513,4,0,"['Boston Celtics 0.768 Conf./League Finalist', 'New England Patriots 0.667 Conf./League Finalist', 'Boston Red Sox 0.5', 'Boston Bruins 0.513']",0,1985
Washington DC,0.631,3,0,"['Washington Bullets 0.488', 'Washington Redskins 0.5', 'Washington Capitals 0.631']",0,1985
New York 1,0.388,4,0,"['New York Knicks 0.293', 'New York Giants 0.667', 'New York Yankees 0.599', 'New York Rangers 0.388']",0,1985
Cleveland,0.37,3,0,"['Cleveland Cavaliers 0.439', 'Cleveland Browns 0.583', 'Cleveland Indians 0.37']",0,1985
Wisconsin,0.438,3,0,"['Milwaukee Bucks 0.72', 'Green Bay Packers 0.667', 'Milwaukee Brewers 0.438']",0,1985
Seattle,0.457,3,0,"['Seattle SuperSonics 0.378', 'Seattle Seahawks 0.5', 'Seattle Mariners 0.457']",0,1985
San Diego,0.512,2,0,"['San Diego Chargers 0.5', 'San Diego Padres 0.512']",0,1985
Minneapolis,0.388,3,0,"['Minnesota Vikings 0.357', 'Minnesota Twins 0.475', 'Minnesota North Stars 0.388']",0,1985
San Francisco,0.383,2,0,"['San Francisco 49ers 0.583', 'San Francisco Giants 0.383']",0,1985
Tampa Bay,0.167,1,0,['Tampa Bay Buccaneers 0.167'],0,1985
Pittsburgh,0.331,3,0,"['Pittsburgh Steelers 0.5', 'Pittsburgh Pirates 0.352', 'Pittsburgh Penguins 0.331']",0,1985
New York 2,0.538,3,0,"['New York Jets 0.75', 'New York Mets 0.599', 'New York Islanders 0.538']",0,1985
Miami,0.75,1,0,['Miami Dolphins 0.75 Conf./League Finalist'],0,1985
Buffalo,0.563,2,0,"['Buffalo Bills 0.143', 'Buffalo Sabres 0.563']",0,1985
St Louis,0.538,3,0,"['St. Louis Cardinals 0.25 Conf./League Finalist', 'St. Louis Cardinals 0.623 Conf./League Finalist', 'St. Louis Blues 0.538']",0,1985
Cincinnati,0.549,2,0,"['Cincinnati Bengals 0.417', 'Cincinnati Reds 0.549']",0,1985
New Orleans,0.417,1,0,['New Orleans Saints 0.417'],0,1985
Toronto,0.3,2,0,"['Toronto Blue Jays 0.611 Conf./League Finalist', 'Toronto Maple Leafs 0.3']",0,1985
Baltimore,0.512,1,0,['Baltimore Orioles 0.512'],0,1985
Montreal,0.588,2,0,"['Montreal Expos 0.519', 'Montreal Canadiens 0.588']",0,1985
Edmonton,0.681,1,1,['Edmonton Oilers 0.681 Champions'],1,1985
Winnipeg,0.6,1,0,['Winnipeg Jets 0.6'],0,1985
Vancouver,0.369,1,0,['Vancouver Canucks 0.369'],0,1985
Quebec,0.569,1,0,['Quebec Nordiques 0.569 Conf./League Finalist'],0,1985
Calgary,0.588,1,0,['Calgary Flames 0.588'],0,1985
Hartford,0.431,1,0,['Hartford Whalers 0.431'],0,1985
Chicago,0.538,5,0,"['Chicago Bulls 0.366', 'Chicago Bears 0.833', 'Chicago White Sox 0.444', 'Chicago Cubs 0.444', 'Chicago Black Hawks 0.538']",0,1986
Portland,0.488,1,0,['Portland Trail Blazers 0.488'],0,1986
Philadelphia,0.688,4,0,"['Philadelphia 76ers 0.659', 'Philadelphia Eagles 0.292', 'Philadelphia Phillies 0.531', 'Philadelphia Flyers 0.688']",0,1986
Denver,0.667,2,0,"['Denver Nuggets 0.573', 'Denver Broncos 0.667 Conf./League Finalist']",0,1986
Indianapolis,0.167,2,0,"['Indiana Pacers 0.317', 'Indianapolis Colts 0.167']",0,1986
Oakland,0.469,2,0,"['Golden State Warriors 0.366', 'Oakland Athletics 0.469']",0,1986
Phoenix,0.39,1,0,['Phoenix Suns 0.39'],0,1986
Sacramento,0.451,1,0,['Sacramento Kings 0.451'],0,1986
Dallas,0.537,3,0,"['Dallas Mavericks 0.537', 'Dallas Cowboys 0.5', 'Texas Rangers 0.537']",0,1986
Utah,0.512,1,0,['Utah Jazz 0.512'],0,1986
Los Angeles 1,0.338,4,0,"['Los Angeles Lakers 0.756 Conf./League Finalist', 'Los Angeles Rams 0.667', 'Los Angeles Dodgers 0.568', 'Los Angeles Kings 0.338']",0,1986
Los Angeles 2,0.568,3,0,"['Los Angeles Clippers 0.39', 'Los Angeles Raiders 0.583', 'Los Angeles Angels of Anaheim 0.568']",0,1986
Atlanta,0.444,3,0,"['Atlanta Hawks 0.61', 'Atlanta Falcons 0.542', 'Atlanta Braves 0.444']",0,1986
San Antonio,0.427,1,0,['San Antonio Spurs 0.427'],0,1986
Detroit,0.25,4,0,"['Detroit Pistons 0.561', 'Detroit Lions 0.333', 'Detroit Tigers 0.537', 'Detroit Red Wings 0.25']",0,1986
Houston,0.593,3,0,"['Houston Rockets 0.622 Conf./League Finalist', 'Houston Oilers 0.25', 'Houston Astros 0.593 Conf./League Finalist']",0,1986
New Jersey,0.369,2,0,"['New Jersey Nets 0.476', 'New Jersey Devils 0.369']",0,1986
Boston,0.538,4,1,"['Boston Celtics 0.817 Champions', 'New England Patriots 0.667', 'Boston Red Sox 0.586 Conf./League Finalist', 'Boston Bruins 0.538']",1,1986
Washington DC,0.669,3,0,"['Washington Bullets 0.476', 'Washington Redskins 0.75 Conf./League Finalist', 'Washington Capitals 0.669']",0,1986
New York 1,0.488,4,1,"['New York Knicks 0.28', 'New York Giants 0.917 Champions', 'New York Yankees 0.556', 'New York Rangers 0.488 Conf./League Finalist']",1,1986
Cleveland,0.519,3,0,"['Cleveland Cavaliers 0.354', 'Cleveland Browns 0.833 Conf./League Finalist', 'Cleveland Indians 0.519']",0,1986
Wisconsin,0.475,3,0,"['Milwaukee Bucks 0.695 Conf./League Finalist', 'Green Bay Packers 0.25', 'Milwaukee Brewers 0.475']",0,1986
Seattle,0.414,3,0,"['Seattle SuperSonics 0.378', 'Seattle Seahawks 0.583', 'Seattle Mariners 0.414']",0,1986
San Francisco,0.512,2,0,"['San Francisco 49ers 0.542', 'San Francisco Giants 0.512']",0,1986
Tampa Bay,0.071,1,0,['Tampa Bay Buccaneers 0.071'],0,1986
Pittsburgh,0.475,3,0,"['Pittsburgh Steelers 0.333', 'Pittsburgh Pirates 0.395', 'Pittsburgh Penguins 0.475']",0,1986
San Diego,0.457,2,0,"['San Diego Chargers 0.333', 'San Diego Padres 0.457']",0,1986
New York 2,0.563,3,1,"['New York Jets 0.667', 'New York Mets 0.556 Champions', 'New York Islanders 0.563']",1,1986
Miami,0.5,1,0,['Miami Dolphins 0.5'],0,1986
Kansas City,0.469,2,0,"['Kansas City Chiefs 0.643', 'Kansas City Royals 0.469']",0,1986
Minneapolis,0.531,3,0,"['Minnesota Vikings 0.667', 'Minnesota Twins 0.438', 'Minnesota North Stars 0.531']",0,1986
Buffalo,0.5,2,0,"['Buffalo Bills 0.214', 'Buffalo Sabres 0.5']",0,1986
St Louis,0.519,3,0,"['St. Louis Cardinals 0.25', 'St. Louis Cardinals 0.488', 'St. Louis Blues 0.519 Conf./League Finalist']",0,1986
Cincinnati,0.531,2,0,"['Cincinnati Bengals 0.583', 'Cincinnati Reds 0.531']",0,1986
New Orleans,0.5,1,0,['New Orleans Saints 0.5'],0,1986
Toronto,0.356,2,0,"['Toronto Blue Jays 0.531', 'Toronto Maple Leafs 0.356']",0,1986
Baltimore,0.451,1,0,['Baltimore Orioles 0.451'],0,1986
Montreal,0.544,2,1,"['Montreal Expos 0.481', 'Montreal Canadiens 0.544 Champions']",1,1986
Edmonton,0.744,1,0,['Edmonton Oilers 0.744'],0,1986
Winnipeg,0.369,1,0,['Winnipeg Jets 0.369'],0,1986
Vancouver,0.369,1,0,['Vancouver Canucks 0.369'],0,1986
Quebec,0.575,1,0,['Quebec Nordiques 0.575'],0,1986
Calgary,0.556,1,0,['Calgary Flames 0.556 Conf./League Finalist'],0,1986
Hartford,0.525,1,0,['Hartford Whalers 0.525'],0,1986
Chicago,0.45,5,0,"['Chicago Bulls 0.488', 'Chicago Bears 0.818', 'Chicago White Sox 0.475', 'Chicago Cubs 0.475', 'Chicago Blackhawks 0.45']",0,1987
Portland,0.598,1,0,['Portland Trail Blazers 0.598'],0,1987
Philadelphia,0.625,4,0,"['Philadelphia 76ers 0.549', 'Philadelphia Eagles 0.364', 'Philadelphia Phillies 0.494', 'Philadelphia Flyers 0.625 Conf./League Finalist']",0,1987
Denver,0.727,2,0,"['Denver Nuggets 0.451', 'Denver Broncos 0.727 Conf./League Finalist']",0,1987
Indianapolis,0.571,2,0,"['Indiana Pacers 0.5', 'Indianapolis Colts 0.571']",0,1987
Oakland,0.5,2,0,"['Golden State Warriors 0.512', 'Oakland Athletics 0.5']",0,1987
Phoenix,0.439,1,0,['Phoenix Suns 0.439'],0,1987
Sacramento,0.354,1,0,['Sacramento Kings 0.354'],0,1987
Dallas,0.463,3,0,"['Dallas Mavericks 0.671', 'Dallas Cowboys 0.417', 'Texas Rangers 0.463']",0,1987
Utah,0.537,1,0,['Utah Jazz 0.537'],0,1987
Los Angeles 1,0.438,4,1,"['Los Angeles Lakers 0.793 Champions', 'Los Angeles Rams 0.417', 'Los Angeles Dodgers 0.463', 'Los Angeles Kings 0.438']",1,1987
Los Angeles 2,0.463,3,0,"['Los Angeles Clippers 0.146', 'Los Angeles Raiders 0.273', 'Los Angeles Angels of Anaheim 0.463']",0,1987
Atlanta,0.426,3,0,"['Atlanta Hawks 0.695', 'Atlanta Falcons 0.273', 'Atlanta Braves 0.426']",0,1987
San Antonio,0.341,1,0,['San Antonio Spurs 0.341'],0,1987
Detroit,0.488,4,0,"['Detroit Pistons 0.634 Conf./League Finalist', 'Detroit Lions 0.364', 'Detroit Tigers 0.605 Conf./League Finalist', 'Detroit Red Wings 0.488 Conf./League Finalist']",0,1987
Houston,0.469,3,0,"['Houston Rockets 0.512', 'Houston Oilers 0.636', 'Houston Astros 0.469']",0,1987
New Jersey,0.4,2,0,"['New Jersey Nets 0.293', 'New Jersey Devils 0.4']",0,1987
Boston,0.531,4,0,"['Boston Celtics 0.72 Conf./League Finalist', 'New England Patriots 0.667', 'Boston Red Sox 0.481', 'Boston Bruins 0.531']",0,1987
Washington DC,0.538,3,1,"['Washington Bullets 0.512', 'Washington Redskins 0.75 Champions', 'Washington Capitals 0.538']",1,1987
New York 1,0.475,4,0,"['New York Knicks 0.293', 'New York Giants 0.333', 'New York Yankees 0.549', 'New York Rangers 0.475']",0,1987
Cleveland,0.377,3,0,"['Cleveland Cavaliers 0.378', 'Cleveland Browns 0.727 Conf./League Finalist', 'Cleveland Indians 0.377']",0,1987
Wisconsin,0.562,3,0,"['Milwaukee Bucks 0.61', 'Green Bay Packers 0.364', 'Milwaukee Brewers 0.562']",0,1987
Seattle,0.481,3,0,"['Seattle SuperSonics 0.476 Conf./League Finalist', 'Seattle Seahawks 0.455', 'Seattle Mariners 0.481']",0,1987
San Diego,0.401,2,0,"['San Diego Chargers 0.462', 'San Diego Padres 0.401']",0,1987
Minneapolis,0.438,3,1,"['Minnesota Vikings 0.5 Conf./League Finalist', 'Minnesota Twins 0.525 Champions', 'Minnesota North Stars 0.438']",1,1987
San Francisco,0.556,2,0,"['San Francisco 49ers 0.909', 'San Francisco Giants 0.556 Conf./League Finalist']",0,1987
Tampa Bay,0.308,1,0,['Tampa Bay Buccaneers 0.308'],0,1987
Pittsburgh,0.45,3,0,"['Pittsburgh Steelers 0.545', 'Pittsburgh Pirates 0.494', 'Pittsburgh Penguins 0.45']",0,1987
New Orleans,0.727,1,0,['New Orleans Saints 0.727'],0,1987
Miami,0.417,1,0,['Miami Dolphins 0.417'],0,1987
Kansas City,0.512,2,0,"['Kansas City Chiefs 0.25', 'Kansas City Royals 0.512']",0,1987
Buffalo,0.4,2,0,"['Buffalo Bills 0.5', 'Buffalo Sabres 0.4']",0,1987
St Louis,0.494,3,0,"['St. Louis Cardinals 0.5 Conf./League Finalist', 'St. Louis Cardinals 0.586 Conf./League Finalist', 'St. Louis Blues 0.494']",0,1987
Cincinnati,0.519,2,0,"['Cincinnati Bengals 0.25', 'Cincinnati Reds 0.519']",0,1987
New York 2,0.513,3,0,"['New York Jets 0.545', 'New York Mets 0.549', 'New York Islanders 0.513']",0,1987
Toronto,0.438,2,0,"['Toronto Blue Jays 0.593', 'Toronto Maple Leafs 0.438']",0,1987
Baltimore,0.414,1,0,['Baltimore Orioles 0.414'],0,1987
Montreal,0.575,2,0,"['Montreal Expos 0.562', 'Montreal Canadiens 0.575 Conf./League Finalist']",0,1987
Edmonton,0.663,1,1,['Edmonton Oilers 0.663 Champions'],1,1987
Winnipeg,0.55,1,0,['Winnipeg Jets 0.55'],0,1987
Vancouver,0.413,1,0,['Vancouver Canucks 0.413'],0,1987
Quebec,0.45,1,0,['Quebec Nordiques 0.45'],0,1987
Calgary,0.594,1,0,['Calgary Flames 0.594'],0,1987
Hartford,0.581,1,0,['Hartford Whalers 0.581'],0,1987
Chicago,0.431,5,0,"['Chicago Bulls 0.61', 'Chicago Bears 0.75 Conf./League Finalist', 'Chicago White Sox 0.438', 'Chicago Cubs 0.438', 'Chicago Blackhawks 0.431']",0,1988
Portland,0.646,1,0,['Portland Trail Blazers 0.646'],0,1988
Philadelphia,0.531,4,0,"['Philadelphia 76ers 0.439', 'Philadelphia Eagles 0.667', 'Philadelphia Phillies 0.401', 'Philadelphia Flyers 0.531']",0,1988
Denver,0.417,2,0,"['Denver Nuggets 0.659', 'Denver Broncos 0.417']",0,1988
Indianapolis,0.583,2,0,"['Indiana Pacers 0.463', 'Indianapolis Colts 0.583']",0,1988
Oakland,0.642,2,0,"['Golden State Warriors 0.244', 'Oakland Athletics 0.642 Conf./League Finalist']",0,1988
Phoenix,0.5,2,0,"['Phoenix Suns 0.341', 'Phoenix Cardinals 0.5']",0,1988
Sacramento,0.293,1,0,['Sacramento Kings 0.293'],0,1988
Dallas,0.432,3,0,"['Dallas Mavericks 0.646 Conf./League Finalist', 'Dallas Cowboys 0.25', 'Texas Rangers 0.432']",0,1988
Utah,0.573,1,0,['Utah Jazz 0.573'],0,1988
Los Angeles 1,0.425,4,2,"['Los Angeles Lakers 0.756 Champions', 'Los Angeles Rams 0.667', 'Los Angeles Dodgers 0.463 Champions', 'Los Angeles Kings 0.425']",2,1988
Los Angeles 2,0.463,3,0,"['Los Angeles Clippers 0.207', 'Los Angeles Raiders 0.5', 'Los Angeles Angels of Anaheim 0.463']",0,1988
Atlanta,0.333,3,0,"['Atlanta Hawks 0.61', 'Atlanta Falcons 0.333', 'Atlanta Braves 0.333']",0,1988
San Antonio,0.378,1,0,['San Antonio Spurs 0.378'],0,1988
Detroit,0.581,4,0,"['Detroit Pistons 0.659 Conf./League Finalist', 'Detroit Lions 0.214', 'Detroit Tigers 0.543', 'Detroit Red Wings 0.581 Conf./League Finalist']",0,1988
Houston,0.506,3,0,"['Houston Rockets 0.561', 'Houston Oilers 0.583', 'Houston Astros 0.506']",0,1988
New Jersey,0.513,2,0,"['New Jersey Nets 0.232', 'New Jersey Devils 0.513 Conf./League Finalist']",0,1988
Boston,0.588,4,0,"['Boston Celtics 0.695 Conf./League Finalist', 'New England Patriots 0.583', 'Boston Red Sox 0.549 Conf./League Finalist', 'Boston Bruins 0.588 Conf./League Finalist']",0,1988
Washington DC,0.531,3,0,"['Washington Bullets 0.463', 'Washington Redskins 0.5', 'Washington Capitals 0.531']",0,1988
New York 1,0.513,4,0,"['New York Knicks 0.463', 'New York Giants 0.643', 'New York Yankees 0.525', 'New York Rangers 0.513']",0,1988
Cleveland,0.481,3,0,"['Cleveland Cavaliers 0.512', 'Cleveland Browns 0.5', 'Cleveland Indians 0.481']",0,1988
Wisconsin,0.537,3,0,"['Milwaukee Bucks 0.512', 'Green Bay Packers 0.25', 'Milwaukee Brewers 0.537']",0,1988
Seattle,0.42,3,0,"['Seattle SuperSonics 0.537', 'Seattle Seahawks 0.667', 'Seattle Mariners 0.42']",0,1988
San Diego,0.512,2,0,"['San Diego Chargers 0.333', 'San Diego Padres 0.512']",0,1988
Minneapolis,0.319,3,0,"['Minnesota Vikings 0.75', 'Minnesota Twins 0.562', 'Minnesota North Stars 0.319']",0,1988
San Francisco,0.512,2,1,"['San Francisco 49ers 0.667 Champions', 'San Francisco Giants 0.512']",1,1988
Tampa Bay,0.333,1,0,['Tampa Bay Buccaneers 0.333'],0,1988
Pittsburgh,0.506,3,0,"['Pittsburgh Steelers 0.333', 'Pittsburgh Pirates 0.525', 'Pittsburgh Penguins 0.506']",0,1988
New Orleans,0.5,1,0,['New Orleans Saints 0.5'],0,1988
Miami,0.25,1,0,['Miami Dolphins 0.25'],0,1988
Kansas City,0.519,2,0,"['Kansas City Chiefs 0.321', 'Kansas City Royals 0.519']",0,1988
Buffalo,0.531,2,0,"['Buffalo Bills 0.833 Conf./League Finalist', 'Buffalo Sabres 0.531']",0,1988
Cincinnati,0.537,2,0,"['Cincinnati Bengals 0.667 Conf./League Finalist', 'Cincinnati Reds 0.537']",0,1988
New York 2,0.55,3,0,"['New York Jets 0.464', 'New York Mets 0.525 Conf./League Finalist', 'New York Islanders 0.55']",0,1988
Toronto,0.325,2,0,"['Toronto Blue Jays 0.537', 'Toronto Maple Leafs 0.325']",0,1988
Baltimore,0.333,1,0,['Baltimore Orioles 0.333'],0,1988
St Louis,0.475,2,0,"['St. Louis Cardinals 0.469', 'St. Louis Blues 0.475']",0,1988
Montreal,0.644,2,0,"['Montreal Expos 0.5', 'Montreal Canadiens 0.644']",0,1988
Edmonton,0.619,1,1,['Edmonton Oilers 0.619 Champions'],1,1988
Winnipeg,0.481,1,0,['Winnipeg Jets 0.481'],0,1988
Vancouver,0.369,1,0,['Vancouver Canucks 0.369'],0,1988
Quebec,0.431,1,0,['Quebec Nordiques 0.431'],0,1988
Calgary,0.656,1,0,['Calgary Flames 0.656'],0,1988
Hartford,0.481,1,0,['Hartford Whalers 0.481'],0,1988
Chicago,0.413,5,0,"['Chicago Bulls 0.573 Conf./League Finalist', 'Chicago Bears 0.333', 'Chicago White Sox 0.426', 'Chicago Cubs 0.426 Conf./League Finalist', 'Chicago Blackhawks 0.413 Conf./League Finalist']",0,1989
Utah,0.622,1,0,['Utah Jazz 0.622'],0,1989
Philadelphia,0.5,4,0,"['Philadelphia 76ers 0.561', 'Philadelphia Eagles 0.667', 'Philadelphia Phillies 0.414', 'Philadelphia Flyers 0.5 Conf./League Finalist']",0,1989
Denver,0.75,2,0,"['Denver Nuggets 0.537', 'Denver Broncos 0.75 Conf./League Finalist']",0,1989
Indianapolis,0.583,2,0,"['Indiana Pacers 0.341', 'Indianapolis Colts 0.583']",0,1989
Oakland,0.611,2,1,"['Golden State Warriors 0.524', 'Oakland Athletics 0.611 Champions']",1,1989
Phoenix,0.333,2,0,"['Phoenix Suns 0.671 Conf./League Finalist', 'Phoenix Cardinals 0.333']",0,1989
Sacramento,0.329,1,0,['Sacramento Kings 0.329'],0,1989
Dallas,0.512,3,0,"['Dallas Mavericks 0.463', 'Dallas Cowboys 0.071', 'Texas Rangers 0.512']",0,1989
Portland,0.476,1,0,['Portland Trail Blazers 0.476'],0,1989
Los Angeles 1,0.569,4,0,"['Los Angeles Lakers 0.695 Conf./League Finalist', 'Los Angeles Rams 0.667 Conf./League Finalist', 'Los Angeles Dodgers 0.562', 'Los Angeles Kings 0.569']",0,1989
Los Angeles 2,0.562,3,0,"['Los Angeles Clippers 0.256', 'Los Angeles Raiders 0.5', 'Los Angeles Angels of Anaheim 0.562']",0,1989
Atlanta,0.389,3,0,"['Atlanta Hawks 0.634', 'Atlanta Falcons 0.083', 'Atlanta Braves 0.389']",0,1989
San Antonio,0.256,1,0,['San Antonio Spurs 0.256'],0,1989
Charlotte,0.244,1,0,['Charlotte Hornets 0.244'],0,1989
Miami,0.429,2,0,"['Miami Heat 0.183', 'Miami Dolphins 0.429']",0,1989
Detroit,0.5,4,1,"['Detroit Pistons 0.768 Champions', 'Detroit Lions 0.5', 'Detroit Tigers 0.364', 'Detroit Red Wings 0.5']",1,1989
Houston,0.531,3,0,"['Houston Rockets 0.549', 'Houston Oilers 0.5', 'Houston Astros 0.531']",0,1989
New Jersey,0.413,2,0,"['New Jersey Nets 0.317', 'New Jersey Devils 0.413']",0,1989
Boston,0.55,4,0,"['Boston Celtics 0.512', 'New England Patriots 0.417', 'Boston Red Sox 0.512', 'Boston Bruins 0.55']",0,1989
